Iran,Wind,227.17,1
Iraq,Gas,20401.29,14
Iraq,Hydro,5526.36,8
Iraq,Oil,24548.07,6
Ireland,Coal,5809.0,1
Ireland,Gas,12673.49,10
Ireland,Hydro,832.34,3
Ireland,Oil,196.99,6
Ireland,Wind,4293.51,38
Israel,Coal,21805.67,2
Israel,Gas,58565.77,18
Israel,Solar,1158.17,37
Israel,Wind,99.06,2
Italy,Coal,29423.47,9
Italy,Gas,146843.87,57
Italy,Geothermal,5615.05,33
Italy,Hydro,20347.54,58
Italy,Oil,13063.57,11
Italy,Other,1425.58,4
Italy,Solar,3622.21,223
Italy,Wind,191.76,1
Jamaica,Gas,614.99,1
Jamaica,Hydro,35.39,3
Jamaica,Oil,1814.74,4
Jamaica,Solar,41.84,1
Jamaica,Wind,112.97,1
Japan,Coal,272740.41,51
Japan,Gas,241429.38,29
Japan,Geothermal,2415.7,14
Japan,Hydro,58847.979999999996,55
Japan,Nuclear,339800.34,16
Japan,Oil,73768.14,26
Japan,Solar,9188.65,324
Japan,Waste,76.17,1
Japan,Wind,305.24,6
Jordan,Gas,21795.67,7
Jordan,Oil,967.31,1
Jordan,Solar,1358.38,25
Kazakhstan,Coal,93250.53,22
Kazakhstan,Gas,1747.56,2
Kazakhstan,Hydro,7392.15,4
Kazakhstan,Solar,449.68,5
Kenya,Geothermal,5876.459999999999,6
Kenya,Hydro,3034.59,8
Kenya,Oil,1103.18,6
Kenya,Solar,142.59,1
Kenya,Wind,711.13,2
Kuwait,Gas,58477.28,8
Kuwait,Solar,16.49,1
Kyrgyzstan,Coal,1259.94,1
Kyrgyzstan,Hydro,10335.46,6
Laos,Hydro,11765.41,19
Latvia,Gas,2841.27,2
Latvia,Hydro,4389.0,3
Lebanon,Gas,0.0,2
Lesotho,Hydro,184.77,1
Liberia,Hydro,218.71,1
Libya,Gas,23602.29,9
Libya,Oil,845.38,3
Lithuania,Gas,719.83,4
Lithuania,Hydro,2499.1000000000004,2
Luxembourg,Gas,908.11,1
Luxembourg,Hydro,4056.41,1
Macedonia,Coal,3287.37,2
Macedonia,Hydro,1034.47,10
Madagascar,Hydro,310.21000000000004,5
Madagascar,Solar,57.96,1
Malawi,Hydro,1551.58,3
Malaysia,Coal,92749.98,7
Malaysia,Gas,66610.1,20
Malaysia,Hydro,4723.72,9
Malaysia,Oil,84.25,4
Malaysia,Solar,488.58,14
Mali,Hydro,1525.8799999999999,4
Mauritania,Solar,83.08,2
Mauritania,Wind,90.95,1
Mauritius,Coal,1511.8100000000002,4
Mauritius,Hydro,76.01,3
Mauritius,Oil,1290.1599999999999,5
Mauritius,Solar,263.94,6
Mexico,Coal,30561.89,3
Mexico,Gas,201404.55,61
Mexico,Geothermal,5946.29,5
Mexico,Hydro,40867.87,73
Mexico,Nuclear,10020.32,1
Mexico,Oil,27804.93,23
Mexico,Solar,6796.54,29
Mexico,Wind,3945.94,20
Moldova,Coal,0.0,1
Moldova,Gas,1528.97,3
Moldova,Hydro,236.06,2
Mongolia,Coal,4647.73,3
Mongolia,Solar,77.21000000000001,4
Mongolia,Wind,125.39,1
Montenegro,Coal,1322.65,1
Montenegro,Hydro,686.35,2
Morocco,Coal,19241.8,3
Morocco,Gas,9727.62,3
Morocco,Hydro,2068.02,18
Morocco,Oil,1545.99,5
Morocco,Solar,755.3599999999999,5
Morocco,Wind,3543.79,11
Mozambique,Hydro,13796.58,3
Myanmar,Gas,5751.68,12
Myanmar,Hydro,10165.58,20
Myanmar,Solar,106.24,1
Namibia,Coal,66.0,1
Namibia,Hydro,1071.45,1
Namibia,Oil,0.0,3
Namibia,Solar,201.12,8
Nepal,Hydro,2055.05,12
Nepal,Solar,65.33,2
Netherlands,Coal,29044.46,5
Netherlands,Gas,38766.97,12
Netherlands,Nuclear,3203.82,1
Netherlands,Solar,360.58,13
Netherlands,Wind,6561.35,40
New Zealand,Coal,1164.84,1
New Zealand,Gas,2387.41,3
New Zealand,Geothermal,4973.58,7
New Zealand,Hydro,15393.05,24
New Zealand,Oil,4.87,1
New Zealand,Wind,1458.21,7
Nicaragua,Geothermal,896.45,2
Nicaragua,Hydro,265.28999999999996,2
Nicaragua,Oil,1047.23,8
Nicaragua,Solar,28.44,1
Niger,Coal,226.0,1
Niger,Oil,228.39,5
Niger,Solar,12.95,1
Nigeria,Gas,10186.38,9
Nigeria,Hydro,7402.73,3
Nigeria,Solar,16.89,1
North Korea,Coal,3761.5800000000004,16
North Korea,Hydro,9252.71,15
Norway,Gas,4181.48,5
Norway,Hydro,116868.37,291
Norway,Wind,1472.03,10
Oman,Gas,18384.72,9
Oman,Solar,2098.26,3
Pakistan,Gas,16471.87,13
Pakistan,Hydro,30646.88,13
Pakistan,Oil,22857.37,14
Pakistan,Solar,1211.26,6
Pakistan,Wind,1214.52,7
Palestine,Solar,15.01,1
Panama,Coal,171.0,1
Panama,Hydro,3995.55,8
Panama,Oil,799.02,4
Panama,Solar,48.8,3
Papua New Guinea,Hydro,556.63,6
Paraguay,Hydro,52119.52,3
Peru,Coal,614.17,1
Peru,Gas,25268.120000000003,9
Peru,Hydro,9623.67,14
Peru,Solar,608.62,6
Peru,Wind,277.97,2
Philippines,Coal,55020.26,23
Philippines,Gas,24516.559999999998,5
Philippines,Geothermal,9767.06,9
Philippines,Hydro,9589.33,17
Philippines,Oil,1583.97,17
Philippines,Solar,2101.2,48
Philippines,Wind,132.94,2
Poland,Coal,128599.22,71
Poland,Hydro,5547.91,32
Poland,Oil,2588.0299999999997,2
Poland,Solar,23.25,9
Poland,Wind,6844.7,59
Portugal,Coal,15446.93,2
Portugal,Gas,15634.7,4
Portugal,Geothermal,224.8,2
Portugal,Hydro,5329.3,122
Portugal,Solar,1379.15,72
Portugal,Waste,520.06,24
Portugal,Wind,11397.83,224
Qatar,Gas,53987.72,12
Romania,Coal,14236.22,10
Romania,Gas,9329.84,8
Romania,Hydro,13490.56,10
Romania,Nuclear,10374.08,1
Romania,Solar,705.62,36
Romania,Wind,941.1800000000001,3
Russia,Coal,159152.26,96
Russia,Gas,468163.09,258
Russia,Geothermal,338.12,3
Russia,Hydro,149099.44,105
Russia,Nuclear,201157.66,10
Russia,Oil,178.74,8
Russia,Other,0.0,2
Russia,Solar,1254.7,57
Russia,Wind,32.02,3
Rwanda,Hydro,529.36,6
Rwanda,Solar,19.43,1
Saint Lucia,Solar,5.97,1
Saudi Arabia,Gas,211342.75,31
Saudi Arabia,Oil,133781.32,53
Saudi Arabia,Solar,315.23,6
Senegal,Hydro,467.71,1
Senegal,Oil,1867.68,5
Senegal,Solar,236.34,4
Serbia,Coal,33612.01,8
Serbia,Hydro,9526.74,4
Sierra Leone,Hydro,202.77,1
Singapore,Gas,52740.09,8
Singapore,Oil,384.77,3
Singapore,Waste,127.19,3
Slovakia,Coal,3205.25,2
Slovakia,Gas,1118.52,3
Slovakia,Hydro,6922.83,21
Slovakia,Nuclear,13611.56,2
Slovakia,Solar,34.019999999999996,2
Slovenia,Coal,5250.9,3
Slovenia,Gas,322.83,1
Slovenia,Hydro,1324.6100000000001,3
Slovenia,Nuclear,6017.0,1
South Africa,Coal,229709.87,17
South Africa,Gas,0.0,2
South Africa,Hydro,3581.75,6
South Africa,Nuclear,13236.99,1
South Africa,Oil,99.53999999999999,2
South Africa,Solar,5929.11,44
South Africa,Waste,0.0,6
South Africa,Wind,5933.44,24
South Korea,Coal,250673.71,18
South Korea,Gas,130792.34,33
South Korea,Hydro,9323.53,36
South Korea,Nuclear,146609.91999999998,6
South Korea,Oil,9665.88,3
South Korea,Solar,294.25,17
South Korea,Waste,5.99,4
South Korea,Wind,768.13,12
Spain,Coal,40067.01,15
Spain,Gas,62005.51,58
Spain,Hydro,22343.76,124
Spain,Nuclear,56882.64,5
Spain,Oil,9722.95,26
Spain,Solar,10359.039999999999,243
Spain,Waste,135.09,15
Spain,Wind,25277.54,342
Sri Lanka,Coal,5103.0,1
Sri Lanka,Hydro,4415.98,21
Sri Lanka,Oil,5606.63,9
Sri Lanka,Solar,86.8,3
Sri Lanka,Wind,324.62,14
Sudan,Gas,0.0,1
Sudan,Hydro,7620.46,6
Sudan,Oil,2633.1600000000003,10
Suriname,Solar,9.81,1
Swaziland,Hydro,170.31,3
Sweden,Gas,424.64,3
Sweden,Hydro,51403.69,142
Sweden,Nuclear,69444.95999999999,3
Sweden,Oil,85.38,1
Sweden,Wind,1925.6100000000001,10
Switzerland,Hydro,31961.28,162
Switzerland,Nuclear,23050.67,4
Switzerland,Solar,30.03,2
Syrian Arab Republic,Gas,5178.18,8
Syrian Arab Republic,Hydro,3240.44,3
Syrian Arab Republic,Oil,17024.74,7
Taiwan,Coal,100338.58,7
Taiwan,Hydro,12250.29,9
Taiwan,Nuclear,22445.989999999998,3
Taiwan,Oil,4264.88,1
Taiwan,Solar,219.3,3
Taiwan,Wind,467.14,7
Tajikistan,Hydro,17054.92,8
Tanzania,Gas,1911.19,4
Tanzania,Hydro,2271.39,6
Tanzania,Oil,250.09,1
Thailand,Coal,32679.03,5
Thailand,Gas,126640.09,33
Thailand,Hydro,9404.15,10
